benchmark,model,provider,item_id,category,proportion,order,trial_index,coordination_tokens,reasoning_tokens,task_tokens_full,task_tokens_used,task_truncated,prediction,answer,correct,score_hits,score_total,score_fraction,input_tokens_used,output_tokens_used,cost_usd,elapsed_ms
drop_pack,gpt-4.1-mini,openai,drop-pack-20260430-0,"number,span",0.0,coord_first,0,0,4096,3019,3019,False,"[""more non-armoured vehicles"", ""0"", ""2,626 yards"", ""1"", ""April 23 and February 3"", ""English American"", ""16 yards"", ""3 years"", ""Sultan Mehmed V"", ""18 yards""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,7,10,0.7,3002,85,0.0013368,1274
drop_pack,gpt-4.1-mini,openai,drop-pack-20260430-0,"number,span",0.0,coord_first,1,0,4096,3019,3019,False,"[""more non-armoured vehicles"", ""0"", ""2,626 yards"", ""1"", ""April 23 and February 3"", ""English American"", ""16 yards"", ""3 years"", ""Sultan Mehmed V"", ""18 yards""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,7,10,0.7,3002,85,0.0013368,3281
drop_pack,gpt-4.1-mini,openai,drop-pack-20260430-0,"number,span",0.0,coord_first,2,0,4096,3019,3019,False,"[""more non-armoured vehicles"", ""0"", ""2,629 yards"", ""1"", ""April 23 and February 3"", ""English American"", ""13 yards"", ""3 years"", ""Sultan Mehmed V"", ""18 yards""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,6,10,0.6,3002,85,0.0013368,1669
drop_pack,gpt-4.1-mini,openai,drop-pack-20260430-0,"number,span",0.0,coord_first,3,0,4096,3019,3019,False,"[""more non-armoured"", ""0"", ""2,629 yards"", ""1"", ""April 23 and February 3"", ""English American"", ""16 yards"", ""3 years"", ""sultan Mehmed V"", ""18 yards""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,6,10,0.6,3002,85,0.0013368,1472
drop_pack,gpt-4.1-mini,openai,drop-pack-20260430-0,"number,span",0.0,coord_first,4,0,4096,3019,3019,False,"[""more non-armoured"", ""0"", ""2,629 yards"", ""1"", ""April 23 and February 3"", ""English American"", ""16 yards"", ""3 years"", ""Sultan Mehmed V"", ""18 yards""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,6,10,0.6,3002,84,0.0013352000000000001,1596
drop_pack,gpt-4.1-mini,openai,drop-pack-20260430-0,"number,span",0.0,coord_first,5,0,4096,3019,3019,False,"[""more non-armoured"", ""0"", ""2,629 yards"", ""1"", ""April 23 and February 3"", ""English American"", ""16 yards"", ""3 years"", ""Sultan Mehmed V"", ""18 yards""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,6,10,0.6,3002,84,0.0013352000000000001,1468
drop_pack,gpt-4.1-mini,openai,drop-pack-20260430-0,"number,span",0.0,coord_first,6,0,4096,3019,3019,False,"[""more non-armoured"", ""0"", ""2,626 yards"", ""1"", ""April 23 and February 3"", ""English American"", ""16 yards"", ""3 years"", ""Sultan Mehmed V"", ""18 yards""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,7,10,0.7,3002,84,0.0013352000000000001,1562
drop_pack,gpt-4.1-mini,openai,drop-pack-20260430-0,"number,span",0.0,coord_first,7,0,4096,3019,3019,False,"[""more non-armoured"", ""0"", ""2,626 yards"", ""1"", ""April 23 and February 3"", ""English American"", ""16 yards"", ""3 years"", ""Sultan Mehmed V"", ""18 yards""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,7,10,0.7,3002,84,0.0013352000000000001,1670
drop_pack,gpt-4.1-mini,openai,drop-pack-20260430-0,"number,span",0.0,coord_first,8,0,4096,3019,3019,False,"[""more non-armoured"", ""0"", ""2,626 yards"", ""1"", ""April 23 and February 3"", ""English American"", ""16 yards"", ""3 years"", ""Sultan Mehmed V"", ""18 yards""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,7,10,0.7,3002,84,0.0013352000000000001,1166
drop_pack,gpt-4.1-mini,openai,drop-pack-20260430-0,"number,span",0.0,coord_first,9,0,4096,3019,3019,False,"[""more non-armoured vehicles"", ""0"", ""2,626 yards"", ""1"", ""April 23 and February 3"", ""English American"", ""16 yards"", ""3 years"", ""Sultan Mehmed V"", ""18 yards""]","[[""non-armoured vehicles"", ""non-armoured""], [""0"", ""7""], [""2626""], [""1""], [""April 23, February 3""], [""English American""], [""1"", ""6""], [""3""], [""sultan Mehmed V""], [""29"", ""12""]]",False,7,10,0.7,3002,85,0.0013368,1570
