benchmark,model,provider,item_id,category,proportion,order,trial_index,coordination_tokens,reasoning_tokens,task_tokens_full,task_tokens_used,task_truncated,prediction,answer,correct,score_hits,score_total,score_fraction,input_tokens_used,output_tokens_used,cost_usd,elapsed_ms
mmlu_pro_pack,gpt-4.1-mini,openai,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,0,0,4096,2767,2767,False,"[""I"", ""A"", ""D"", ""D"", ""D"", ""B"", ""E"", ""I"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,4,10,0.4,2777,59,0.0012052,1219
mmlu_pro_pack,gpt-4.1-mini,openai,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,1,0,4096,2767,2767,False,"[""I"", ""A"", ""D"", ""D"", ""D"", ""J"", ""E"", ""I"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,4,10,0.4,2777,59,0.0012052,1111
mmlu_pro_pack,gpt-4.1-mini,openai,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,2,0,4096,2767,2767,False,"[""I"", ""A"", ""D"", ""D"", ""D"", ""B"", ""E"", ""I"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,4,10,0.4,2777,59,0.0012052,1455
mmlu_pro_pack,gpt-4.1-mini,openai,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,3,0,4096,2767,2767,False,"[""I"", ""A"", ""D"", ""D"", ""A"", ""J"", ""E"", ""I"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,4,10,0.4,2777,59,0.0012052,1244
mmlu_pro_pack,gpt-4.1-mini,openai,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,4,0,4096,2767,2767,False,"[""I"", ""A"", ""D"", ""D"", ""D"", ""J"", ""E"", ""I"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,4,10,0.4,2777,59,0.0012052,1270
mmlu_pro_pack,gpt-4.1-mini,openai,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,5,0,4096,2767,2767,False,"[""I"", ""A"", ""D"", ""D"", ""D"", ""J"", ""E"", ""I"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,4,10,0.4,2777,59,0.0012052,1187
mmlu_pro_pack,gpt-4.1-mini,openai,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,6,0,4096,2767,2767,False,"[""I"", ""A"", ""D"", ""D"", ""D"", ""J"", ""E"", ""I"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,4,10,0.4,2777,59,0.0012052,1407
mmlu_pro_pack,gpt-4.1-mini,openai,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,7,0,4096,2767,2767,False,"[""E"", ""A"", ""D"", ""D"", ""A"", ""J"", ""A"", ""I"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,4,10,0.4,2777,59,0.0012052,1445
mmlu_pro_pack,gpt-4.1-mini,openai,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,8,0,4096,2767,2767,False,"[""I"", ""A"", ""D"", ""D"", ""D"", ""J"", ""E"", ""I"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,4,10,0.4,2777,59,0.0012052,1668
mmlu_pro_pack,gpt-4.1-mini,openai,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,9,0,4096,2767,2767,False,"[""I"", ""A"", ""D"", ""D"", ""A"", ""J"", ""E"", ""I"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,4,10,0.4,2777,59,0.0012052,1523
