benchmark,model,provider,item_id,category,proportion,order,trial_index,coordination_tokens,reasoning_tokens,task_tokens_full,task_tokens_used,task_truncated,prediction,answer,correct,score_hits,score_total,score_fraction,input_tokens_used,output_tokens_used,cost_usd,elapsed_ms
mmlu_pro_pack,gemini-2.5-flash,google,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,0,0,4096,2767,2767,False,"[""A"", ""A"", ""D"", ""D"", ""C"", ""I"", ""E"", ""H"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,5,10,0.5,3010,60,0.001053,958
mmlu_pro_pack,gemini-2.5-flash,google,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,1,0,4096,2767,2767,False,"[""A"", ""A"", ""D"", ""D"", ""C"", ""I"", ""E"", ""H"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,5,10,0.5,3010,60,0.001053,946
mmlu_pro_pack,gemini-2.5-flash,google,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,2,0,4096,2767,2767,False,"[""A"", ""A"", ""D"", ""D"", ""C"", ""I"", ""E"", ""H"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,5,10,0.5,3010,60,0.001053,1049
mmlu_pro_pack,gemini-2.5-flash,google,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,3,0,4096,2767,2767,False,"[""A"", ""A"", ""D"", ""D"", ""C"", ""I"", ""E"", ""H"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,5,10,0.5,3010,60,0.001053,945
mmlu_pro_pack,gemini-2.5-flash,google,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,4,0,4096,2767,2767,False,"[""A"", ""A"", ""D"", ""D"", ""C"", ""I"", ""E"", ""H"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,5,10,0.5,3010,60,0.001053,1024
mmlu_pro_pack,gemini-2.5-flash,google,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,5,0,4096,2767,2767,False,"[""A"", ""A"", ""D"", ""D"", ""C"", ""I"", ""E"", ""H"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,5,10,0.5,3010,60,0.001053,1059
mmlu_pro_pack,gemini-2.5-flash,google,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,6,0,4096,2767,2767,False,"[""A"", ""A"", ""D"", ""D"", ""C"", ""I"", ""E"", ""H"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,5,10,0.5,3010,60,0.001053,945
mmlu_pro_pack,gemini-2.5-flash,google,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,7,0,4096,2767,2767,False,"[""A"", ""A"", ""D"", ""D"", ""C"", ""I"", ""E"", ""H"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,5,10,0.5,3010,60,0.001053,1051
mmlu_pro_pack,gemini-2.5-flash,google,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,8,0,4096,2767,2767,False,"[""A"", ""A"", ""D"", ""D"", ""C"", ""I"", ""E"", ""H"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,5,10,0.5,3010,60,0.001053,1156
mmlu_pro_pack,gemini-2.5-flash,google,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,coord_first,9,0,4096,2767,2767,False,"[""A"", ""A"", ""D"", ""D"", ""C"", ""I"", ""E"", ""H"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,5,10,0.5,3010,60,0.001053,927
mmlu_pro_pack,gemini-2.5-flash,google,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,reason_first,0,0,4096,2767,2767,False,"[""A"", ""A"", ""D"", ""D"", ""C"", ""I"", ""E"", ""H"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,5,10,0.5,3010,60,0.001053,990
mmlu_pro_pack,gemini-2.5-flash,google,mmlu-pro-pack-20260429-0,"biology,chemistry,computer science,economics,engineering,law,physics",0.0,reason_first,1,0,4096,2767,2767,False,"[""A"", ""A"", ""D"", ""D"", ""C"", ""I"", ""E"", ""H"", ""H"", ""B""]","[""E"", ""A"", ""D"", ""C"", ""B"", ""F"", ""E"", ""H"", ""C"", ""B""]",False,5,10,0.5,3010,60,0.001053,987
